map,game_mode,environment,mode,team_a_win,team_a_brawler1,team_a_brawler2,team_a_brawler3,team_b_brawler1,team_b_brawler2,team_b_brawler3,team_a_brawler1_class,team_a_brawler2_class,team_a_brawler3_class,team_b_brawler1_class,team_b_brawler2_class,team_b_brawler3_class,team_a_brawler1_rarity,team_a_brawler2_rarity,team_a_brawler3_rarity,team_b_brawler1_rarity,team_b_brawler2_rarity,team_b_brawler3_rarity
25,3,2,2,0,73,37,82,60,13,69,2,2,3,4,6,1,3,1,5,1,4,3
25,3,2,2,1,73,37,82,89,9,27,2,2,3,7,6,5,3,1,5,6,1,3
25,3,2,2,1,73,37,82,82,9,13,2,2,3,3,6,6,3,1,5,5,1,4
25,3,2,2,1,73,37,82,95,82,15,2,2,3,3,3,1,3,1,5,3,5,3
25,3,2,2,0,37,82,74,10,74,13,2,3,2,2,2,6,1,5,3,1,3,4
25,3,2,2,1,19,6,23,37,82,74,3,4,3,2,3,2,2,1,4,1,5,3
25,3,2,2,1,73,37,82,94,13,9,2,2,3,3,6,6,3,1,5,2,4,1
25,3,2,2,0,9,69,23,74,19,82,6,1,3,2,3,3,1,3,4,3,2,5
25,3,2,2,1,73,19,82,23,99,9,2,3,3,3,7,6,3,2,5,4,3,1
25,3,2,2,0,17,31,9,74,19,82,3,6,6,2,3,3,5,4,1,3,2,5
25,3,2,2,1,73,82,19,82,9,89,2,3,3,3,6,7,3,5,2,5,1,6
25,3,2,2,0,73,19,82,13,59,69,2,3,3,6,3,1,3,2,5,4,3,3
25,3,2,2,1,73,44,90,32,82,19,2,5,3,2,3,3,3,5,2,1,5,2
25,3,2,2,0,32,19,82,13,89,25,2,3,3,6,7,1,1,2,5,4,6,2
25,3,2,2,0,9,78,69,32,19,82,6,7,1,2,3,3,1,2,3,1,2,5
25,3,2,2,1,32,19,82,86,9,25,2,3,3,2,6,1,1,2,5,2,1,2
25,3,2,2,0,19,60,69,32,19,82,3,4,1,2,3,3,2,1,3,1,2,5
25,3,2,2,0,9,85,82,32,19,82,6,1,3,2,3,3,1,1,5,1,2,5
25,3,2,2,1,32,19,82,9,32,89,2,3,3,6,2,7,1,2,5,1,1,6
25,3,2,2,1,32,19,82,88,25,9,2,3,3,3,1,6,1,2,5,0,2,1
25,3,2,2,0,13,80,42,89,82,25,6,5,2,7,3,1,4,4,1,6,5,2
25,3,2,2,0,36,13,89,13,80,42,6,6,7,6,5,2,1,4,6,4,4,1
25,3,2,2,0,7,65,13,80,13,42,4,1,6,5,6,2,1,3,4,4,4,1
25,3,2,2,0,13,69,23,13,42,80,6,1,3,6,2,5,4,3,4,4,1,4
25,3,2,2,0,25,89,13,13,80,42,1,7,6,6,5,2,2,6,4,4,4,1
25,3,2,2,1,13,80,42,13,9,74,6,5,2,6,6,2,4,4,1,4,1,3
25,3,2,2,1,13,42,80,9,46,13,6,2,5,6,6,6,4,1,4,1,5,4
25,3,2,2,1,36,82,9,13,80,42,6,3,6,6,5,2,1,5,1,4,4,1
25,3,2,2,0,88,69,88,88,32,62,7,1,3,3,2,5,6,3,0,0,1,3
25,3,2,2,0,23,60,13,62,32,88,3,4,6,5,2,3,4,1,4,3,1,0
25,3,2,2,0,61,19,32,25,9,39,5,3,2,1,6,7,3,2,1,2,1,3
25,3,2,2,1,19,62,32,8,0,36,3,5,2,5,3,6,2,3,1,1,5,1
25,3,2,2,0,19,32,62,13,42,82,3,2,5,6,2,3,2,1,3,4,1,5
25,3,2,2,1,13,32,89,62,19,32,6,2,7,5,3,2,4,1,6,3,2,1
25,3,2,2,0,19,62,32,25,9,69,3,5,2,1,6,1,2,3,1,2,1,3
25,3,2,2,0,9,82,90,62,19,32,6,3,3,5,3,2,1,5,2,3,2,1
25,3,2,2,1,19,62,32,9,60,69,3,5,2,6,4,1,2,3,1,1,1,3
25,3,2,2,0,9,32,69,19,62,32,6,2,1,3,5,2,1,1,3,2,3,1
25,3,2,2,0,6,69,13,62,19,32,4,1,6,5,3,2,1,3,4,3,2,1
25,3,2,2,0,25,32,13,32,62,19,1,2,6,2,5,3,2,1,4,1,3,2
25,3,2,2,1,61,32,19,89,9,19,5,2,3,7,6,3,3,1,2,6,1,2
25,3,2,2,1,61,19,32,36,45,9,5,3,2,6,6,6,3,2,1,1,1,1
25,3,2,2,0,32,82,25,62,19,32,2,3,1,5,3,2,1,5,2,3,2,1
25,3,2,2,1,19,62,32,82,42,13,3,5,2,3,2,6,2,3,1,5,1,4
25,3,2,2,0,87,28,89,19,32,62,3,6,7,3,2,5,0,2,6,2,1,3
25,3,2,2,1,19,62,32,88,90,36,3,5,2,3,3,6,2,3,1,0,2,1
25,3,2,2,1,88,9,82,19,13,62,7,6,3,3,6,5,6,1,5,2,4,3
25,3,2,2,0,59,69,9,19,88,62,4,1,6,3,3,5,1,3,1,2,0,3
25,3,2,2,1,87,55,37,19,62,88,3,1,2,3,5,3,0,2,1,2,3,0
25,3,2,2,1,87,62,19,25,9,23,3,5,3,1,6,3,0,3,2,2,1,4
25,3,2,2,1,87,19,62,14,67,69,3,3,5,6,7,1,0,2,3,3,3,3
25,3,2,2,1,19,62,88,9,69,59,3,5,3,6,1,3,2,3,0,1,3,3
13,5,0,2,0,46,44,40,42,23,9,6,5,7,2,3,6,5,5,3,1,4,1
13,5,0,2,1,64,46,40,23,49,95,1,6,7,3,2,3,3,5,3,4,5,3
20,9,13,6,0,69,44,40,30,16,89,2,5,7,1,5,7,3,5,3,1,3,6
31,2,11,7,1,36,23,72,57,76,29,6,3,3,3,3,0,1,4,4,1,1,5
31,2,11,7,1,31,55,69,31,5,51,6,1,1,6,0,7,4,2,3,4,4,6
23,7,3,4,1,80,9,8,89,17,65,3,6,5,7,3,1,3,1,1,6,5,3
23,7,3,4,0,20,98,89,81,9,8,3,2,7,3,6,5,3,3,6,3,1,1
23,7,3,4,1,13,72,89,81,9,8,6,3,7,3,6,5,4,4,6,3,1,1
23,7,3,4,0,23,9,15,81,9,8,3,6,1,3,6,5,4,1,3,3,1,1
23,7,3,4,0,23,9,74,81,8,9,3,6,2,3,5,6,4,1,3,3,1,1
23,7,3,4,1,8,9,81,29,23,66,5,6,3,0,3,1,1,1,3,5,4,3
23,7,3,4,1,8,81,9,66,32,23,5,3,6,1,2,3,1,3,1,3,1,4
23,7,3,4,1,80,9,8,89,13,65,3,6,5,7,6,1,3,1,1,6,4,3
23,7,3,4,1,64,9,13,9,8,81,1,6,6,6,5,3,3,1,4,1,1,3
23,7,3,4,0,65,89,19,81,9,8,1,7,3,3,6,5,3,6,2,3,1,1
23,7,3,4,1,25,51,49,9,8,81,1,7,2,6,5,3,2,6,5,1,1,3
23,7,3,4,0,97,13,25,9,8,81,2,6,1,6,5,3,3,4,2,1,1,3
23,7,3,4,1,80,8,9,17,97,13,3,5,6,3,7,6,3,1,1,5,1,4
23,7,3,4,0,65,20,30,81,9,8,1,3,1,3,6,5,3,3,1,3,1,1
23,7,3,4,0,88,30,42,9,81,8,7,1,2,6,3,5,6,1,1,1,3,1
23,7,3,4,1,8,9,81,89,25,23,5,6,3,7,1,3,1,1,3,6,2,4
23,7,3,4,1,9,81,8,13,43,23,6,3,5,6,0,3,1,3,1,4,1,4
23,7,3,4,0,9,30,0,9,8,81,6,1,3,6,5,3,1,1,5,1,1,3
23,7,3,4,1,9,81,8,13,23,89,6,3,5,6,3,7,1,3,1,4,4,6
23,7,3,4,1,9,81,8,13,32,8,6,3,5,6,2,5,1,3,1,4,1,1
20,9,13,6,1,12,55,7,41,74,55,4,1,4,5,2,1,4,2,1,3,3,2
20,9,13,6,0,16,26,53,74,55,41,5,6,5,2,1,5,3,5,2,3,2,3
20,9,13,6,1,73,55,41,17,82,9,2,1,5,3,3,6,3,2,3,5,5,1
20,9,13,6,1,41,74,55,79,69,55,5,2,1,4,1,1,3,3,2,1,3,2
20,9,13,6,0,53,56,89,41,74,55,5,1,7,5,2,1,2,3,6,3,3,2
20,9,13,6,0,25,53,26,41,74,55,1,5,6,5,2,1,2,2,5,3,3,2
20,9,13,6,1,41,55,74,30,12,89,5,1,2,1,4,7,3,2,3,1,4,6
20,9,13,6,1,41,74,55,55,9,89,5,2,1,1,6,7,3,3,2,2,1,6
20,9,13,6,0,81,44,12,41,74,55,3,5,4,5,2,1,5,5,4,3,3,2
20,9,13,6,0,53,26,61,41,74,55,5,6,4,5,2,1,2,5,1,3,3,2
20,9,13,6,0,81,79,69,41,74,55,3,4,1,5,2,1,5,1,3,3,3,2
20,9,13,6,0,24,71,43,41,74,55,1,4,0,5,2,1,2,1,1,3,3,2
20,9,13,6,1,13,78,6,41,55,74,6,7,4,5,1,2,4,2,1,3,2,3
20,9,13,6,1,43,82,61,61,74,41,0,3,4,4,2,5,1,5,1,1,3,3
20,9,13,6,1,41,74,61,55,71,16,5,2,4,1,4,5,3,3,1,2,1,3
20,9,13,6,1,73,61,41,13,82,29,2,4,5,6,3,0,3,1,3,4,5,5
27,13,7,8,0,0,43,92,0,61,69,3,0,2,3,4,1,5,1,3,5,1,3
27,13,7,8,1,0,61,8,27,90,0,3,4,5,5,3,3,5,1,1,3,2,5
27,13,7,8,1,0,43,92,27,39,77,3,0,2,5,7,0,5,1,3,3,3,5
27,13,7,8,1,0,43,8,44,89,56,3,0,5,5,7,1,5,1,1,5,6,3
27,13,7,8,1,0,43,34,71,61,12,3,0,1,4,4,4,5,1,3,1,1,4
25,3,2,2,1,89,89,23,82,89,9,3,7,3,3,7,6,2,6,4,5,6,1
25,3,2,2,1,9,82,89,52,88,9,6,3,7,1,3,6,1,5,6,2,0,1
25,3,2,2,0,88,9,10,82,9,89,7,6,2,3,6,7,6,1,1,5,1,6
25,3,2,2,1,81,9,89,32,9,25,3,6,7,2,6,1,5,1,6,1,1,2
25,3,2,2,0,81,9,89,9,69,25,3,6,7,6,1,1,5,1,6,1,3,2
25,3,2,2,0,13,89,9,82,9,89,6,7,6,3,6,7,4,6,1,5,1,6
25,3,2,2,0,9,23,89,82,9,89,6,3,7,3,6,7,1,4,6,5,1,6
25,3,2,2,1,9,69,13,82,89,9,6,1,6,3,7,6,1,3,4,5,6,1
25,3,2,2,1,9,82,89,69,36,9,6,3,7,1,6,6,1,5,6,3,1,1
25,3,2,2,0,25,9,89,9,82,89,1,6,7,6,3,7,2,1,6,1,5,6
25,3,2,2,1,88,82,9,25,82,90,7,3,6,1,3,3,6,5,1,2,5,2
25,3,2,2,1,88,6,82,9,82,89,7,4,3,6,3,7,6,1,5,1,5,6
25,3,2,2,1,9,82,89,69,89,13,6,3,7,1,7,6,1,5,6,3,6,4
25,3,2,2,0,19,9,23,9,82,89,3,6,3,6,3,7,2,1,4,1,5,6
25,3,2,2,1,9,82,89,9,93,89,6,3,7,6,1,7,1,5,6,1,1,6
25,3,2,2,0,9,89,82,82,89,25,6,7,3,3,7,1,1,6,5,5,6,2
25,3,2,2,0,81,9,89,69,32,82,3,6,7,1,2,3,5,1,6,3,1,5
25,3,2,2,0,81,9,89,9,82,89,3,6,7,6,3,7,5,1,6,1,5,6
25,3,2,2,0,15,7,69,9,82,89,1,4,1,6,3,7,3,1,3,1,5,6
25,3,2,2,0,81,9,89,82,32,89,3,6,7,3,2,7,5,1,6,5,1,6
25,3,2,2,1,9,82,89,9,25,89,6,3,7,6,1,7,1,5,6,1,2,6
25,3,2,2,0,24,69,13,82,89,9,1,1,6,3,7,6,2,3,4,5,6,1
25,3,2,2,0,9,89,82,89,13,69,6,7,3,7,6,1,1,6,5,6,4,3
25,3,2,2,1,9,89,82,9,31,61,6,7,3,6,6,4,1,6,5,1,4,1
25,3,2,2,0,23,82,69,9,82,89,3,3,1,6,3,7,4,5,3,1,5,6
11,6,6,3,1,34,95,23,59,1,56,1,3,3,3,7,1,3,3,4,3,3,3
25,3,2,2,1,93,72,56,23,25,9,3,3,1,3,1,6,2,4,3,4,2,1
25,3,2,2,1,93,72,56,26,10,9,3,3,1,6,2,6,2,4,3,5,1,1
25,3,2,2,1,93,72,56,82,9,69,3,3,1,3,6,1,2,4,3,5,1,3
25,3,2,2,1,23,9,89,94,56,72,3,6,7,3,1,3,4,1,6,2,3,4
25,3,2,2,0,89,13,9,72,56,94,3,6,6,3,1,3,2,4,1,4,3,2
25,3,2,2,1,71,94,56,25,52,30,3,3,1,1,1,1,4,2,3,2,2,1
25,3,2,2,1,77,89,82,57,72,94,7,7,3,3,3,3,2,6,5,1,4,2
25,3,2,2,1,9,80,13,94,72,57,6,5,6,3,3,3,1,4,4,2,4,1
25,3,2,2,0,30,9,82,94,72,57,1,6,3,3,3,3,1,1,5,2,4,1
25,3,2,2,1,71,57,94,13,89,46,3,3,3,6,7,6,4,1,2,4,6,5
25,3,2,2,1,68,89,67,72,57,94,1,7,7,3,3,3,3,6,3,4,1,2
25,3,2,2,0,9,89,31,72,57,94,6,7,6,3,3,3,1,6,4,4,1,2
25,3,2,2,1,93,36,57,82,9,13,3,6,3,3,6,6,2,1,1,5,1,4
25,3,2,2,0,9,2,13,94,36,57,6,2,6,3,6,3,1,2,4,2,1,1
25,3,2,2,0,9,82,32,94,36,57,6,3,2,3,6,3,1,5,1,2,1,1
25,3,2,2,0,36,57,94,82,9,13,6,3,3,3,6,6,1,1,2,5,1,4
25,3,2,2,0,94,36,89,94,36,57,3,6,7,3,6,3,3,1,6,2,1,1
25,3,2,2,1,93,57,36,13,60,17,3,3,6,6,4,3,2,1,1,4,1,5
25,3,2,2,1,9,25,82,36,86,94,6,1,3,6,2,3,1,2,5,1,2,2
25,3,2,2,1,93,36,86,23,6,37,3,6,2,3,4,2,2,1,2,4,1,1
25,3,2,2,1,93,86,36,9,13,42,3,2,6,6,6,2,2,2,1,1,4,1
25,3,2,2,1,36,86,94,90,72,82,6,2,3,3,3,3,1,2,2,2,4,5
25,3,2,2,0,36,6,94,24,88,9,6,4,3,1,3,6,1,1,2,2,0,1
25,3,2,2,1,93,36,6,46,9,36,3,6,4,6,6,6,2,1,1,5,1,1
20,9,13,6,0,41,71,74,89,82,61,5,4,2,7,3,4,3,1,3,6,5,1
20,9,13,6,1,70,41,74,56,43,55,4,5,2,1,0,1,1,3,3,3,1,2
20,9,13,6,0,81,69,37,41,74,71,3,1,2,5,2,4,5,3,1,3,3,1
20,9,13,6,0,75,7,12,71,41,74,3,4,4,4,5,2,1,1,4,1,3,3
20,9,13,6,1,70,41,74,89,43,25,4,5,2,7,0,1,1,3,3,6,1,2
20,9,13,6,0,41,74,71,38,61,55,5,2,4,2,4,1,3,3,1,3,1,2
20,9,13,6,0,30,89,92,12,89,44,1,7,2,4,7,5,1,6,3,4,6,5
20,9,13,6,0,26,89,53,12,89,44,6,7,5,4,7,5,5,6,2,4,6,5
20,9,13,6,1,12,44,89,3,53,26,4,5,7,4,5,6,4,5,6,1,2,5
20,9,13,6,1,54,89,9,12,73,44,1,7,6,4,7,5,2,6,1,4,3,5
20,9,13,6,1,12,73,44,89,66,53,4,7,5,7,1,5,4,3,5,6,3,2
20,9,13,6,1,54,3,29,41,12,44,1,4,0,5,4,5,2,1,5,3,4,5
20,9,13,6,0,88,78,16,12,78,44,7,7,5,4,7,5,6,2,3,4,2,5
20,9,13,6,1,9,55,61,99,44,23,6,1,4,7,5,3,1,2,1,3,5,4
20,9,13,6,0,81,44,25,89,12,29,3,5,1,7,4,0,5,5,2,6,4,5
20,9,13,6,1,60,51,40,82,44,25,4,7,7,3,5,1,1,6,3,5,5,2
20,9,13,6,1,81,44,25,17,10,79,3,5,1,3,2,4,5,5,2,5,1,1
20,9,13,6,0,17,12,13,82,44,25,3,4,6,3,5,1,5,4,4,5,5,2
20,9,13,6,0,88,53,9,82,44,25,7,5,6,3,5,1,6,2,1,5,5,2
20,9,13,6,0,44,61,79,82,44,7,5,4,4,3,5,4,5,1,1,5,5,1
20,9,13,6,1,44,7,82,55,44,41,5,4,3,1,5,5,5,1,5,2,5,3
20,9,13,6,1,81,44,7,89,99,90,3,5,4,7,7,3,5,5,1,6,3,2
34,1,12,1,1,16,98,9,10,44,78,5,2,6,2,5,7,3,3,1,1,5,2
34,1,12,1,1,88,87,69,10,78,44,7,1,1,2,7,5,6,1,3,1,2,5
34,1,12,1,1,10,44,78,9,89,77,2,5,7,6,7,0,1,5,2,1,6,5
34,1,12,1,0,92,88,30,10,44,78,1,3,1,2,5,7,1,0,1,1,5,2
34,1,12,1,1,44,78,10,44,53,51,5,7,2,5,5,7,5,2,1,5,2,6
34,1,12,1,1,44,78,38,74,31,13,5,7,2,2,6,6,5,2,3,3,4,4
20,9,13,6,1,12,89,79,16,6,44,4,7,4,5,4,5,4,6,1,3,1,5
20,9,13,6,0,26,53,80,55,23,44,6,5,5,1,3,5,5,2,4,2,4,5
33,12,1,8,1,78,92,44,81,55,25,4,2,5,3,1,1,1,3,5,3,2,2
33,12,1,8,1,44,92,79,25,16,61,5,2,4,1,5,4,5,3,1,2,3,1
33,12,1,8,0,16,52,12,44,92,79,5,1,4,5,2,4,3,2,4,5,3,1
33,12,1,8,1,44,92,79,43,79,6,5,2,4,0,4,4,5,3,1,1,1,1
33,12,1,8,0,25,90,89,44,92,79,1,3,7,5,2,4,2,2,6,5,3,1
33,12,1,8,1,44,92,79,78,25,16,5,2,4,7,1,5,5,3,1,2,2,3
33,12,1,8,1,44,92,79,80,79,82,5,2,4,5,4,3,5,3,1,4,1,5
33,12,1,8,1,44,92,79,16,82,26,5,2,4,5,3,6,5,3,1,3,5,5
33,12,1,8,0,81,55,32,44,92,79,3,1,2,5,2,4,5,2,1,5,3,1
20,9,13,6,0,26,53,12,10,26,27,6,5,4,2,6,5,5,2,4,1,5,3
25,3,2,2,0,6,9,89,2,88,69,4,6,7,2,3,1,1,1,6,2,0,3
25,3,2,2,0,2,88,69,69,6,36,2,3,1,1,4,6,2,0,3,3,1,1
25,3,2,2,1,2,88,69,9,89,68,2,3,1,6,7,3,2,0,3,1,6,3
25,3,2,2,1,2,88,69,89,23,69,2,3,1,7,3,1,2,0,3,6,4,3
25,3,2,2,0,89,9,82,57,88,69,3,6,3,3,3,1,2,1,5,1,0,3
25,3,2,2,0,92,23,25,88,69,57,1,3,1,3,1,3,1,4,2,0,3,1
25,3,2,2,1,71,13,82,57,88,69,3,6,3,3,3,1,4,4,5,1,0,3
25,3,2,2,0,23,57,88,9,25,6,3,3,3,6,1,4,4,1,0,1,2,1
25,3,2,2,0,25,93,13,32,13,84,1,1,6,2,6,5,2,1,4,1,4,3
25,3,2,2,1,32,13,84,13,9,69,2,6,5,6,6,1,1,4,3,4,1,3
25,3,2,2,0,36,62,82,32,13,84,6,5,3,2,6,5,1,3,5,1,4,3
25,3,2,2,0,87,9,93,32,13,84,3,6,1,2,6,5,0,1,1,1,4,3
25,3,2,2,1,32,13,84,55,88,72,2,6,5,1,3,3,1,4,3,2,0,4
25,3,2,2,0,9,74,25,32,84,13,6,2,1,2,5,6,1,3,2,1,3,4
25,3,2,2,1,59,69,6,32,13,84,4,1,4,2,6,5,1,3,1,1,4,3
25,3,2,2,0,13,84,32,9,32,60,6,5,2,6,2,4,4,3,1,1,1,1
25,3,2,2,0,9,72,17,32,13,84,6,3,3,2,6,5,1,4,5,1,4,3
25,3,2,2,1,32,13,84,13,6,82,2,6,5,6,4,3,1,4,3,4,1,5
25,3,2,2,0,81,15,14,13,84,32,3,1,6,6,5,2,5,3,3,4,3,1
25,3,2,2,0,88,42,9,32,13,84,7,2,6,2,6,5,6,1,1,1,4,3
25,3,2,2,1,32,9,89,32,13,84,2,6,7,2,6,5,1,1,6,1,4,3
25,3,2,2,1,32,84,13,89,93,9,2,5,6,7,1,6,1,3,4,6,1,1
25,3,2,2,1,32,84,13,23,93,68,2,5,6,3,1,3,1,3,4,4,1,3
25,3,2,2,1,83,13,32,88,82,32,5,6,2,3,3,2,3,4,1,0,5,1
25,3,2,2,0,81,13,9,32,13,84,3,6,6,2,6,5,5,4,1,1,4,3
25,3,2,2,1,32,13,84,13,69,89,2,6,5,6,1,7,1,4,3,4,3,6
25,3,2,2,0,9,60,82,13,84,32,6,4,3,6,5,2,1,1,5,4,3,1
25,3,2,2,0,13,82,9,32,13,84,6,3,6,2,6,5,4,5,1,1,4,3
25,3,2,2,0,9,89,69,84,13,32,6,7,1,5,6,2,1,6,3,3,4,1
25,3,2,2,0,23,9,13,13,32,84,3,6,6,6,2,5,4,1,4,4,1,3
25,3,2,2,0,13,84,32,89,13,82,6,5,2,7,6,3,4,3,1,6,4,5
25,3,2,2,1,32,84,13,9,89,29,2,5,6,6,7,0,1,3,4,1,6,5
25,3,2,2,1,32,84,13,94,31,89,2,5,6,3,6,7,1,3,4,2,4,6
17,4,8,2,1,61,86,61,67,34,25,5,2,4,7,1,1,3,2,1,3,3,2
17,4,8,2,0,61,16,34,34,90,61,5,5,1,1,3,4,3,3,3,3,2,1
17,4,8,2,1,61,25,86,32,73,78,5,1,2,2,7,7,3,2,2,1,3,2
17,4,8,2,0,68,78,9,62,86,25,1,7,6,5,2,1,3,2,1,3,2,2
17,4,8,2,0,95,34,80,62,25,86,0,1,5,5,1,2,5,3,4,3,2,2
17,4,8,2,0,68,61,9,62,86,25,1,4,6,5,2,1,3,1,1,3,2,2
17,4,8,2,0,9,96,82,25,34,86,6,0,3,1,1,2,1,5,5,2,3,2
17,4,8,2,1,25,62,86,25,69,36,1,5,2,1,1,6,2,3,2,2,3,1
17,4,8,2,0,88,13,62,62,86,34,7,6,5,5,2,1,6,4,3,3,2,3
17,4,8,2,0,89,82,34,62,25,86,3,3,1,5,1,2,2,5,3,3,2,2
17,4,8,2,1,61,86,25,13,34,32,5,2,1,6,1,2,3,2,2,4,3,1
17,4,8,2,1,61,55,86,21,55,34,5,1,2,3,1,1,3,2,2,3,2,3
17,4,8,2,1,61,55,61,90,95,29,5,1,4,3,3,0,3,2,1,2,3,5
11,6,6,3,0,55,82,35,9,89,25,1,3,7,6,7,1,3,5,3,1,6,2
11,6,6,3,1,81,56,35,9,69,55,3,1,7,6,1,1,5,3,3,1,3,2
11,6,6,3,1,35,82,56,69,17,44,7,3,1,1,3,5,3,5,3,3,5,5
11,6,6,3,0,89,95,13,82,56,35,3,3,6,3,1,7,2,3,4,5,3,3
11,6,6,3,0,88,9,74,82,35,56,7,6,2,3,7,1,6,1,3,5,3,3
11,6,6,3,1,81,56,35,89,95,82,3,1,7,7,3,3,5,3,3,6,3,5
11,6,6,3,1,81,56,35,87,9,19,3,1,7,1,6,3,5,3,3,1,1,2
11,6,6,3,1,81,56,35,89,15,9,3,1,7,7,1,6,5,3,3,6,3,1
11,6,6,3,1,81,56,35,32,13,66,3,1,7,2,6,1,5,3,3,1,4,3
11,6,6,3,0,81,56,78,69,55,89,3,1,7,1,1,7,5,3,2,3,2,6
11,6,6,3,0,81,25,24,82,56,78,3,1,1,3,1,7,5,2,2,5,3,2
11,6,6,3,1,81,78,56,82,10,32,3,7,1,3,2,2,5,2,3,5,1,1
11,6,6,3,0,32,25,10,82,56,78,2,1,2,3,1,7,1,2,1,5,3,2
11,6,6,3,0,9,82,13,82,56,78,6,3,6,3,1,7,1,5,4,5,3,2
11,6,6,3,1,55,78,82,13,32,19,1,7,3,6,2,3,3,2,5,4,1,2
11,6,6,3,0,26,89,19,56,78,82,6,7,3,1,7,3,5,6,2,3,2,5
11,6,6,3,0,32,82,56,95,69,55,2,3,1,3,1,1,1,5,3,3,3,2
11,6,6,3,0,1,90,25,82,56,32,7,3,1,3,1,2,3,2,2,5,3,1
11,6,6,3,1,55,32,82,61,11,69,1,2,3,4,4,1,3,1,5,1,1,3
11,6,6,3,1,55,32,82,69,53,9,1,2,3,1,5,6,3,1,5,3,2,1
11,6,6,3,1,81,56,32,14,32,29,3,1,2,6,2,0,5,3,1,3,1,5
11,6,6,3,1,81,56,32,82,36,97,3,1,2,3,6,7,5,3,1,5,1,1
11,6,6,3,0,73,82,25,82,56,32,2,3,1,3,1,2,3,5,2,5,3,1
11,6,6,3,0,25,89,13,32,82,56,1,7,6,2,3,1,2,6,4,1,5,3
11,6,6,3,1,81,56,32,13,82,69,3,1,2,6,3,1,5,3,1,4,5,3
25,3,2,2,0,9,82,69,16,32,42,6,3,1,5,2,2,1,5,3,3,1,1
25,3,2,2,1,32,42,16,69,94,82,2,2,5,1,3,3,1,1,3,3,2,5
25,3,2,2,0,13,9,82,16,32,42,6,6,3,5,2,2,4,1,5,3,1,1
25,3,2,2,1,32,16,42,82,17,9,2,5,2,3,3,6,1,3,1,5,5,1
25,3,2,2,1,13,69,6,79,94,90,6,1,4,4,3,3,4,3,1,1,2,2
25,3,2,2,0,78,90,94,9,69,13,4,3,3,6,1,6,1,2,2,1,3,4
25,3,2,2,1,78,90,94,36,16,69,4,3,3,6,5,1,1,2,2,1,3,3
25,3,2,2,1,78,90,94,9,89,69,4,3,3,6,7,1,1,2,2,1,6,3
25,3,2,2,0,9,23,13,90,94,79,6,3,6,3,3,4,1,4,4,2,2,1
25,3,2,2,1,78,90,94,80,13,82,4,3,3,5,6,3,1,2,2,4,4,5
25,3,2,2,1,78,90,94,69,9,42,4,3,3,1,6,2,1,2,2,3,1,1
25,3,2,2,0,9,82,25,79,90,94,6,3,1,4,3,3,1,5,2,1,2,2
25,3,2,2,1,32,82,9,9,25,89,2,3,6,6,1,7,1,5,1,1,2,6
25,3,2,2,1,13,69,59,9,25,89,6,1,3,6,1,7,4,3,3,1,2,6
25,3,2,2,1,89,9,9,9,25,89,3,6,6,6,1,7,2,1,1,1,2,6
25,3,2,2,0,88,90,82,9,25,89,7,3,3,6,1,7,6,2,5,1,2,6
25,3,2,2,1,9,25,89,82,23,69,6,1,7,3,3,1,1,2,6,5,4,3
25,3,2,2,1,9,89,25,9,25,89,6,7,1,6,1,7,1,6,2,1,2,6
25,3,2,2,0,23,69,25,25,9,89,3,1,1,1,6,7,4,3,2,2,1,6
25,3,2,2,1,9,25,89,25,82,13,6,1,7,1,3,6,1,2,6,2,5,4
25,3,2,2,0,9,25,82,9,25,89,6,1,3,6,1,7,1,2,5,1,2,6
25,3,2,2,1,9,25,89,89,82,13,6,1,7,7,3,6,1,2,6,6,5,4
25,3,2,2,1,9,25,89,32,9,25,6,1,7,2,6,1,1,2,6,1,1,2
25,3,2,2,0,68,34,32,9,89,87,1,1,2,6,7,1,3,3,1,1,6,1
25,3,2,2,1,26,69,23,36,60,96,6,1,3,6,4,0,5,3,4,1,1,5
25,3,2,2,1,23,69,13,13,95,55,3,1,6,6,3,1,4,3,4,4,3,2
25,3,2,2,0,54,13,95,89,19,13,1,6,3,7,3,6,2,4,3,6,2,4
25,3,2,2,0,35,9,82,95,13,55,7,6,3,3,6,1,3,1,5,3,4,2
25,3,2,2,1,13,95,55,31,65,37,6,3,1,6,1,2,4,3,2,4,3,1
25,3,2,2,0,81,9,36,13,95,55,3,6,6,6,3,1,5,1,1,4,3,2
25,3,2,2,0,9,69,25,13,55,95,6,1,1,6,1,3,1,3,2,4,2,3
25,3,2,2,0,17,25,90,13,95,55,3,1,3,6,3,1,5,2,2,4,3,2
25,3,2,2,0,92,72,25,13,95,55,1,3,1,6,3,1,1,4,2,4,3,2
13,5,0,2,1,13,9,35,40,2,37,6,6,7,7,2,2,4,1,3,3,2,1
20,9,13,6,0,54,89,16,12,44,89,1,7,5,4,5,7,2,6,3,4,5,6
20,9,13,6,0,38,89,16,82,10,70,2,7,5,3,2,2,3,6,3,5,1,3
20,9,13,6,1,88,16,38,9,93,61,7,5,2,6,1,4,6,3,3,1,1,1
20,9,13,6,0,25,61,69,38,89,16,1,4,1,2,7,5,2,1,3,3,6,3
20,9,13,6,0,25,12,38,38,89,16,1,4,2,2,7,5,2,4,3,3,6,3
20,9,13,6,0,19,92,23,38,89,16,3,2,3,2,7,5,2,3,4,3,6,3
